Entity,Code,Year,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Depressive disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Schizophrenia,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Bipolar disorder,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Eating disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Anxiety disorders
Azerbaijan,AZE,1994,432.7532,177.80159,113.6297,23.880585,243.39005
Azerbaijan,AZE,1995,431.0067,177.29712,113.69344,23.291346,243.56877
Azerbaijan,AZE,1996,430.06497,176.70865,113.80363,22.56834,243.73865
Azerbaijan,AZE,1997,429.72278,176.0812,113.676994,21.760403,243.87097
Azerbaijan,AZE,1998,429.53506,175.43715,113.69882,21.041855,243.85081
Azerbaijan,AZE,1999,429.65344,175.1389,113.518326,20.408474,244.26045
Azerbaijan,AZE,2000,429.80423,174.8714,113.508255,20.190136,244.3736
Azerbaijan,AZE,2001,430.65186,174.71301,113.57531,20.312284,244.54388
Azerbaijan,AZE,2002,432.05426,175.23433,113.57036,20.55012,244.66995
Azerbaijan,AZE,2003,433.69168,175.43364,113.58161,20.861568,244.89607
Azerbaijan,AZE,2004,435.26346,176.093,113.73963,21.363106,244.83258
Azerbaijan,AZE,2005,435.7531,176.39085,113.549225,21.867191,244.65834
Azerbaijan,AZE,2006,434.89587,177.15475,113.61149,22.578749,244.38898
Azerbaijan,AZE,2007,432.69528,177.85428,113.56069,23.758276,244.36526
Azerbaijan,AZE,2008,430.69434,178.59082,113.4909,25.122782,244.11482
Azerbaijan,AZE,2009,428.37677,179.78583,113.629135,26.40831,243.74582
Azerbaijan,AZE,2010,427.53177,180.32404,113.536896,27.441467,243.59987
Azerbaijan,AZE,2011,428.742,180.73134,113.55764,28.236448,243.28233
Azerbaijan,AZE,2012,431.1548,181.3675,113.666954,28.964014,242.60841
Azerbaijan,AZE,2013,433.8747,181.76627,113.54596,29.535461,241.92479
Azerbaijan,AZE,2014,436.15063,182.20679,113.550064,30.156378,241.46703
Azerbaijan,AZE,2015,437.32822,182.4715,113.545715,30.45433,240.57462
Azerbaijan,AZE,2016,436.7767,182.65063,113.500786,30.611528,239.38705
Azerbaijan,AZE,2017,436.49265,182.48384,113.43594,30.740074,238.08118
Azerbaijan,AZE,2018,439.23434,182.41794,113.445076,30.81724,237.95189
Azerbaijan,AZE,2019,445.10825,182.70216,113.528145,30.906233,237.73558
Bahamas,BHS,1990,539.8712,183.18607,195.37915,62.021496,408.76337
Bahamas,BHS,1991,533.2197,183.20895,195.38277,61.434765,407.59827
Bahamas,BHS,1992,527.91235,182.78604,195.25314,60.941833,406.74252
Bahamas,BHS,1993,523.38605,182.5438,195.148,60.752724,406.2037
Bahamas,BHS,1994,519.7468,182.44873,195.2094,60.622,405.54684
Bahamas,BHS,1995,518.40985,182.42383,195.03157,60.566647,405.24094
Bahamas,BHS,1996,518.2634,182.81917,195.2907,60.613174,405.55713
Bahamas,BHS,1997,519.1982,182.72975,195.31271,60.830303,405.99075
Bahamas,BHS,1998,520.28235,182.95056,195.08783,61.28737,406.77097
Bahamas,BHS,1999,521.1442,182.98502,195.14798,61.65185,407.06622
Bahamas,BHS,2000,521.9002,183.0614,195.322,61.906757,407.53052
Bahamas,BHS,2001,521.5522,183.15445,195.30083,62.276485,407.33188
Bahamas,BHS,2002,521.1844,183.48856,195.3,62.77181,406.78558
Bahamas,BHS,2003,520.33765,183.80162,195.43436,63.320404,406.6866
Bahamas,BHS,2004,519.7199,184.2284,195.22348,63.831417,406.1007
Bahamas,BHS,2005,518.3954,184.15413,195.36656,63.99335,405.83624
Bahamas,BHS,2006,515.96454,184.02737,195.15974,64.02974,406.36798
Bahamas,BHS,2007,511.96353,183.78778,195.2048,63.95265,407.06577
Bahamas,BHS,2008,507.55432,183.56444,195.14474,63.894436,407.90103
Bahamas,BHS,2009,504.17242,183.56534,195.1811,63.81516,408.8887
Bahamas,BHS,2010,502.83978,183.45139,195.20729,63.608707,409.25195
Bahamas,BHS,2011,503.251,183.30658,195.391,63.39138,410.20557
Bahamas,BHS,2012,506.08636,183.11353,195.29941,63.14009,411.58807
Bahamas,BHS,2013,508.99405,182.97176,195.14421,62.84034,412.70734
Bahamas,BHS,2014,512.0038,182.71173,195.16544,62.5729,413.80438
Bahamas,BHS,2015,513.4845,182.62717,195.0461,62.41504,414.44516
Bahamas,BHS,2016,513.16394,182.37526,195.18831,62.360645,414.81253
Bahamas,BHS,2017,513.0495,182.04073,195.12152,62.29087,415.252
Bahamas,BHS,2018,519.02893,182.1727,195.06544,62.196655,415.5654
Bahamas,BHS,2019,531.3213,182.68784,195.08301,62.05504,416.27075
Bahrain,BHR,1990,932.7826,173.93623,168.68802,56.010105,474.49634
Bahrain,BHR,1991,936.538,173.8838,168.85558,56.12626,474.65143
Bahrain,BHR,1992,939.8737,173.62282,168.82135,56.3078,475.00494
Bahrain,BHR,1993,943.3908,173.52325,168.8608,56.493595,475.59665
Bahrain,BHR,1994,945.5687,173.3381,168.92165,56.670982,475.75986
Bahrain,BHR,1995,946.9755,173.39427,168.92177,56.867653,476.2973
Bahrain,BHR,1996,948.0485,173.51309,168.79001,56.907444,476.53616
Bahrain,BHR,1997,949.7764,173.54796,168.85501,57.092464,476.91568
Bahrain,BHR,1998,951.1256,173.68561,168.6728,57.233044,477.38852
Bahrain,BHR,1999,951.7123,173.67978,168.85228,57.523632,477.75363
Bahrain,BHR,2000,951.29724,173.86174,168.77675,57.732334,478.12653
Bahrain,BHR,2001,948.4197,173.87604,168.86276,58.01865,478.4057
Bahrain,BHR,2002,941.3637,173.92802,168.75609,58.132572,478.0043
Bahrain,BHR,2003,931.612,173.53293,168.41434,58.03572,477.28787
Bahrain,BHR,2004,920.92596,173.52261,168.18973,57.91341,476.42764
Bahrain,BHR,2005,910.46625,173.8278,168.03958,57.9802,475.4096
Bahrain,BHR,2006,898.70703,173.97798,168.19382,57.962467,474.47107
Bahrain,BHR,2007,884.7788,173.86234,167.98862,57.930325,474.04367
Bahrain,BHR,2008,871.18646,174.10822,167.90443,57.990788,473.60364
Bahrain,BHR,2009,858.31665,174.04254,167.93066,57.894535,473.1808
Bahrain,BHR,2010,848.73663,174.30444,167.93225,57.993187,472.3713
Bahrain,BHR,2011,842.8036,174.18062,167.78459,58.23947,472.41864
Bahrain,BHR,2012,837.75195,173.96791,167.94933,58.602196,472.67047
Bahrain,BHR,2013,832.7872,173.87422,168.18086,59.047836,472.00058
Bahrain,BHR,2014,829.30695,173.6593,168.12968,59.327164,471.765
Bahrain,BHR,2015,826.0634,173.4372,168.15273,59.59462,471.15726
Bahrain,BHR,2016,822.74835,173.5159,168.44495,60.2789,469.4752
Bahrain,BHR,2017,820.89465,173.54167,168.545,61.0332,468.79593
Bahrain,BHR,2018,821.55493,173.55064,168.79926,61.437912,470.43088
Bahrain,BHR,2019,823.25116,173.44676,168.85402,61.88353,474.18597
Bangladesh,BGD,1990,850.61584,178.5216,83.362045,17.9551,291.34763
Bangladesh,BGD,1991,846.8348,178.6204,83.56867,17.993607,287.59348
Bangladesh,BGD,1992,843.371,178.83037,83.61876,18.10989,284.52194
Bangladesh,BGD,1993,839.4409,178.97484,83.55616,18.186357,282.02908
Bangladesh,BGD,1994,836.5114,179.06882,83.53903,18.256971,280.14777
Bangladesh,BGD,1995,833.91266,179.04993,83.60675,18.349518,279.67566
Bangladesh,BGD,1996,831.31006,178.96588,83.66388,18.413807,279.54514
Bangladesh,BGD,1997,827.8673,179.09032,83.71189,18.462568,279.65802
Bangladesh,BGD,1998,825.0839,178.75256,83.7845,18.509054,280.28323
Bangladesh,BGD,1999,822.02167,178.72928,83.7151,18.667366,280.62677
Bangladesh,BGD,2000,819.8176,178.21385,83.80843,18.750753,280.9818
Bangladesh,BGD,2001,817.7655,178.24861,83.7885,18.841974,284.80637
Bangladesh,BGD,2002,816.8566,178.29295,83.55384,18.952436,293.00757
Bangladesh,BGD,2003,816.0721,178.01396,83.63387,19.124195,302.61795
Bangladesh,BGD,2004,815.61346,177.70972,83.69326,19.277884,310.68362
Bangladesh,BGD,2005,814.8105,177.63867,83.720985,19.471893,314.43756
Bangladesh,BGD,2006,813.8199,177.56091,83.70721,19.676603,312.91678
Bangladesh,BGD,2007,813.09515,177.70761,83.59674,19.974056,309.04874
Bangladesh,BGD,2008,812.20764,177.59998,83.74114,20.338297,304.08444
Bangladesh,BGD,2009,812.57086,177.734,83.84448,20.693398,300.12106
Bangladesh,BGD,2010,812.811,177.73357,83.916916,21.032743,298.55405
Bangladesh,BGD,2011,813.9792,177.50385,83.82158,21.357817,298.62817
Bangladesh,BGD,2012,815.5013,176.93881,83.79525,21.728073,299.19434
Bangladesh,BGD,2013,816.46155,177.04169,83.70161,22.049936,299.3638
Bangladesh,BGD,2014,818.0271,176.816,83.67035,22.477669,299.73514
Bangladesh,BGD,2015,819.1414,176.59901,83.62228,22.89442,300.0245
Bangladesh,BGD,2016,819.7339,176.50978,83.66218,23.495173,300.19827
Bangladesh,BGD,2017,819.96405,176.5771,83.705505,24.032087,300.34424
Bangladesh,BGD,2018,820.88354,176.4076,83.74914,24.378149,301.0223
Bangladesh,BGD,2019,822.1981,176.63086,83.65889,24.672476,302.1657
Barbados,BRB,1990,550.9882,182.09444,203.21385,49.66005,409.51627
Barbados,BRB,1991,544.2169,182.00021,203.24403,49.479706,408.69714
Barbados,BRB,1992,538.2761,182.14212,203.11995,49.412624,408.00446
Barbados,BRB,1993,533.8763,182.06123,203.41727,49.447098,407.4403
Barbados,BRB,1994,530.7034,182.21478,203.22768,49.54058,407.3012
Barbados,BRB,1995,529.10986,182.02231,203.1991,49.49465,406.96176
Barbados,BRB,1996,529.4789,181.88715,203.08598,49.61659,406.8266
Barbados,BRB,1997,530.04486,182.2325,203.29128,49.892944,406.97733
Barbados,BRB,1998,531.2134,182.01712,203.20973,50.114788,406.76285
Barbados,BRB,1999,532.1712,182.00749,203.18297,50.37146,406.5779
Barbados,BRB,2000,532.7569,182.15051,203.16554,50.528133,406.81967
Barbados,BRB,2001,533.596,182.33385,203.24623,50.75194,406.78894
Barbados,BRB,2002,534.84595,182.44525,203.25012,50.974674,406.6535
Barbados,BRB,2003,536.3738,182.24574,203.17165,51.041954,406.6878
Barbados,BRB,2004,537.8798,182.65497,203.11821,51.214417,407.08633
Barbados,BRB,2005,538.2447,182.66762,203.24442,51.38442,407.0457
Barbados,BRB,2006,537.4783,182.54288,203.03218,51.328186,407.20465
Barbados,BRB,2007,536.44025,182.35333,203.06232,51.58068,408.02838
Barbados,BRB,2008,534.57074,182.40202,203.11978,51.86383,408.656
Barbados,BRB,2009,532.97864,182.34746,203.02115,52.039837,409.8447
Barbados,BRB,2010,532.20135,182.25703,203.09067,52.066902,410.26892
Barbados,BRB,2011,533.2532,182.42397,203.19617,51.904144,410.80582
Barbados,BRB,2012,535.49994,182.29625,203.16344,51.75667,411.83032
Barbados,BRB,2013,538.4756,182.142,203.02461,51.489548,413.0779
Barbados,BRB,2014,540.8128,182.29234,203.01408,51.21204,413.82697
Barbados,BRB,2015,542.2273,182.30057,202.9418,51.14392,414.61728
Barbados,BRB,2016,542.2626,181.95695,202.92665,51.22884,415.02155
Barbados,BRB,2017,541.9286,181.64401,202.76877,51.287506,415.56128
Barbados,BRB,2018,546.6601,181.6747,202.76836,51.28196,415.25815
Barbados,BRB,2019,556.71906,181.88324,202.5276,51.197838,414.7921
Belarus,BLR,1990,686.34784,173.64993,112.37801,23.834618,337.08432
Belarus,BLR,1991,688.7605,173.39427,112.43217,23.529446,336.99017
Belarus,BLR,1992,691.39996,173.55595,112.42372,23.192213,337.41208
Belarus,BLR,1993,694.57574,173.44055,112.3953,22.934706,337.2389
Belarus,BLR,1994,697.54803,172.96745,112.58797,22.618156,337.17426
Belarus,BLR,1995,700.6034,172.99402,112.46275,22.301361,336.93436
Belarus,BLR,1996,704.4065,172.92622,112.433464,22.106907,336.95868
Belarus,BLR,1997,709.6359,172.7767,112.447716,21.834513,336.69888
Belarus,BLR,1998,714.5232,172.62752,112.3594,21.605804,336.48352
Belarus,BLR,1999,718.86505,172.37929,112.39292,21.397787,336.52722
Belarus,BLR,2000,721.32947,172.8789,112.45729,21.406862,336.37115
Belarus,BLR,2001,722.4842,172.62566,112.486946,21.547216,336.31598
Belarus,BLR,2002,723.8381,172.90971,112.41623,21.785017,336.11636
Belarus,BLR,2003,724.25775,173.01239,112.540184,22.209286,335.8046
Belarus,BLR,2004,724.3286,173.17102,112.33645,22.619799,335.59534
Belarus,BLR,2005,723.43353,173.30074,112.483826,23.04377,335.5571
Belarus,BLR,2006,719.1543,173.78702,112.59172,23.498886,335.35815
Belarus,BLR,2007,711.6052,173.92099,112.62989,24.042263,335.11603
Belarus,BLR,2008,702.3859,174.51077,112.46818,24.5766,335.01193
Belarus,BLR,2009,694.40314,175.02148,112.57752,25.14632,335.10132
Belarus,BLR,2010,689.4865,175.40318,112.5189,25.676355,334.99725
Belarus,BLR,2011,687.1683,176.01498,112.71647,26.183868,334.83875
Belarus,BLR,2012,685.5181,176.42015,112.59957,26.71605,334.61536
Belarus,BLR,2013,683.64404,177.06946,112.72389,27.311546,334.559
Belarus,BLR,2014,682.49634,177.59468,112.85296,27.847626,334.43475
Belarus,BLR,2015,681.83936,177.88425,112.71478,28.169914,334.11166
Belarus,BLR,2016,682.5831,178.2463,112.879814,28.387318,333.56982
Belarus,BLR,2017,682.85986,178.64444,112.69424,28.614645,333.54236
Belarus,BLR,2018,677.7856,178.49797,112.79721,28.734386,333.23502
Belarus,BLR,2019,668.0858,178.38504,112.823784,28.878674,333.80008
Belgium,BEL,1990,570.2161,174.8819,192.89465,77.88463,478.39108
Belgium,BEL,1991,567.12195,174.8546,193.0061,78.62781,478.68753
Belgium,BEL,1992,564.72754,174.8659,192.87404,79.36733,478.44577
Belgium,BEL,1993,563.13934,174.93211,192.93456,80.05175,478.11038
Belgium,BEL,1994,562.37115,174.92792,192.827,80.4206,478.238
Belgium,BEL,1995,562.0042,174.99452,192.89131,80.847115,477.81677
Belgium,BEL,1996,562.00275,174.96074,192.8787,80.98924,477.2193
Belgium,BEL,1997,562.603,174.48988,192.77496,81.31983,475.43845
Belgium,BEL,1998,564.3046,174.39774,192.69043,81.672195,473.4058
Belgium,BEL,1999,566.85535,174.138,192.4611,82.10993,471.71426
Belgium,BEL,2000,569.8179,174.05391,192.56163,82.54175,470.84067
Belgium,BEL,2001,573.49854,173.78697,192.54741,83.27656,470.81955
Belgium,BEL,2002,577.2951,173.75406,192.72942,84.00376,471.203
Belgium,BEL,2003,581.08264,173.75888,192.83044,84.76312,470.98105
Belgium,BEL,2004,585.736,173.74562,192.68492,85.544586,471.26624
Belgium,BEL,2005,590.807,173.76022,192.59407,86.369156,471.70062
Belgium,BEL,2006,599.3031,173.62283,192.59401,87.15118,472.1836
Belgium,BEL,2007,612.0333,173.43956,192.56293,87.85483,474.17413
Belgium,BEL,2008,625.22144,173.36958,192.50449,88.34371,476.1382
Belgium,BEL,2009,635.8959,173.50117,192.6606,89.11233,477.9432
Belgium,BEL,2010,640.5667,173.42444,192.68185,89.53055,479.14996
Belgium,BEL,2011,638.8118,173.58043,192.6009,89.99496,480.7102
Belgium,BEL,2012,634.82166,173.4833,192.61435,90.660515,482.85132
Belgium,BEL,2013,629.2866,173.5987,192.82326,91.2225,484.96896
Belgium,BEL,2014,624.5188,173.79274,193.02452,91.7204,486.98584
Belgium,BEL,2015,621.21484,173.91919,193.15247,92.072,488.07236
Belgium,BEL,2016,619.5471,174.11891,192.97182,92.73394,487.48425
Belgium,BEL,2017,618.45734,174.31247,193.05821,93.19422,486.46045
Belgium,BEL,2018,618.5097,174.35068,193.07664,93.40541,485.16843
Belgium,BEL,2019,619.5705,173.76334,193.01605,93.59866,482.79935
Belize,BLZ,1990,565.0927,171.67235,197.20386,34.689175,390.0756
Belize,BLZ,1991,562.9468,171.90443,197.0627,35.42051,389.091
Belize,BLZ,1992,561.65216,172.26747,197.07738,36.079945,388.50073
Belize,BLZ,1993,561.4184,172.40404,197.03441,36.73677,387.7338
Belize,BLZ,1994,561.74646,172.80179,197.14165,37.228764,387.97852
Belize,BLZ,1995,562.6387,172.80643,197.14862,37.54844,387.58826
Belize,BLZ,1996,564.57477,172.93231,196.93826,37.77287,387.8323
Belize,BLZ,1997,568.16754,172.8728,196.8421,37.91885,387.8849
Belize,BLZ,1998,572.3288,173.25223,196.95787,38.10066,387.9753
Belize,BLZ,1999,576.4239,172.72012,196.72691,38.25716,387.92087
Belize,BLZ,2000,579.21893,172.79526,196.7805,38.40033,388.14404
Belize,BLZ,2001,581.45953,173.04102,196.94897,38.652206,388.2231
Belize,BLZ,2002,584.0279,173.17705,196.75525,38.901035,387.508
Belize,BLZ,2003,586.38715,173.39314,196.73354,39.22079,387.20868
Belize,BLZ,2004,587.622,173.61858,196.76765,39.527416,387.07697
Belize,BLZ,2005,588.1904,173.86145,196.73747,39.749557,387.18323
Belize,BLZ,2006,587.0324,173.76797,196.86111,39.985893,387.60434
Belize,BLZ,2007,582.7684,173.7722,196.87953,40.12538,389.26715
Belize,BLZ,2008,578.4252,173.43059,196.8541,40.358456,390.55093
Belize,BLZ,2009,574.2039,173.46896,196.88225,40.530567,392.12695
Belize,BLZ,2010,572.43933,173.30583,196.96407,40.651955,392.98288
Belize,BLZ,2011,572.6272,173.25288,196.80922,40.763615,393.89438
Belize,BLZ,2012,573.4394,173.44533,196.72697,40.825756,395.27396
Belize,BLZ,2013,574.86096,173.30408,196.85805,40.89313,396.51764
Belize,BLZ,2014,576.1506,173.14566,196.88824,40.97594,397.4897
Belize,BLZ,2015,577.115,173.43268,196.85773,41.088165,398.36176
Belize,BLZ,2016,578.4043,173.73209,196.53593,41.4765,398.38718
Belize,BLZ,2017,579.8377,173.52805,196.55322,41.72902,398.7345
Belize,BLZ,2018,581.80505,173.66759,196.58606,41.795074,399.2276
Belize,BLZ,2019,583.7452,173.7743,196.79114,41.74857,400.1483
Benin,BEN,1990,746.15234,134.06764,116.913704,19.332127,300.3021
Benin,BEN,1991,746.5085,134.3859,117.060326,19.23065,300.25656
Benin,BEN,1992,747.0272,134.87769,117.08178,19.20467,300.62158
Benin,BEN,1993,747.4491,134.7869,117.29481,19.20039,301.05804
Benin,BEN,1994,748.142,135.12007,117.23019,19.06683,300.97995
Benin,BEN,1995,748.8759,135.23984,117.24117,19.045614,301.0142
Benin,BEN,1996,750.4334,135.13734,117.28558,19.041162,301.34476
Benin,BEN,1997,752.9446,135.17908,117.250854,19.095072,301.22446
Benin,BEN,1998,756.0298,135.44872,117.380714,19.126131,301.3555
Benin,BEN,1999,759.20386,135.20761,117.388565,19.155556,301.67853
Benin,BEN,2000,761.50525,135.43448,117.34699,19.217962,301.8224
Benin,BEN,2001,763.72107,135.58922,117.43554,19.313036,301.86752
Benin,BEN,2002,765.86346,135.58298,117.38379,19.439976,302.14273
Benin,BEN,2003,767.58704,135.901,117.47782,19.621252,302.36893
Benin,BEN,2004,768.8562,135.98936,117.63805,19.780294,302.7579
Benin,BEN,2005,770.0103,136.09644,117.50991,19.85613,302.8768
Benin,BEN,2006,769.8173,136.00757,117.54238,19.888216,302.872
Benin,BEN,2007,769.6642,135.74788,117.499344,20.02088,302.74896
Benin,BEN,2008,769.2089,135.76244,117.71775,20.034267,302.78186
Benin,BEN,2009,768.7125,135.90889,117.7545,20.05339,302.86316
Benin,BEN,2010,768.52234,136.06407,117.665764,20.07742,303.13422
Benin,BEN,2011,768.76355,136.2298,117.70651,20.157095,303.6123
Benin,BEN,2012,768.932,136.24902,117.777214,20.259369,304.5277
Benin,BEN,2013,769.7561,136.20067,117.716896,20.382835,305.47845
Benin,BEN,2014,769.913,136.25368,117.85962,20.556189,306.78275
Benin,BEN,2015,770.2216,136.13315,117.8339,20.632494,307.7678
Benin,BEN,2016,770.34705,136.30803,117.94253,20.841347,308.84125
Benin,BEN,2017,770.35724,136.3403,118.01104,20.982294,309.86716
Benin,BEN,2018,771.30804,136.7166,117.99637,21.131294,310.14655
Benin,BEN,2019,772.87683,137.02841,117.99786,21.280617,309.66983
Bermuda,BMU,1990,645.14703,193.2402,213.10567,66.79556,408.52054
Bermuda,BMU,1991,640.1018,192.80995,212.9853,66.893105,408.22064
Bermuda,BMU,1992,635.5479,193.07153,212.8958,66.896385,407.7308
Bermuda,BMU,1993,631.2614,193.05394,213.1404,67.02111,407.2115
Bermuda,BMU,1994,626.9701,192.99619,213.02959,67.15187,407.23468
Bermuda,BMU,1995,623.575,192.98566,213.02815,67.2454,407.33557
Bermuda,BMU,1996,620.46344,193.02509,213.04475,67.48144,407.5052
Bermuda,BMU,1997,617.0692,193.267,213.39655,67.85224,407.93274
Bermuda,BMU,1998,613.55914,193.39172,213.37292,68.35934,407.93176
Bermuda,BMU,1999,610.6637,193.60658,213.44005,68.69011,408.07938
Bermuda,BMU,2000,608.15356,194.05891,213.33844,69.20154,408.01767
Bermuda,BMU,2001,605.34155,194.36464,213.43196,69.849815,407.93988
Bermuda,BMU,2002,601.68604,194.6627,213.32643,70.78602,407.99228
Bermuda,BMU,2003,597.22235,195.2088,213.4,71.79481,407.9627
Bermuda,BMU,2004,593.0617,195.48625,213.35135,72.797905,407.65802
Bermuda,BMU,2005,588.601,195.73242,213.26842,73.67558,407.75668
Bermuda,BMU,2006,583.0604,195.94678,213.53598,74.68026,408.18018
Bermuda,BMU,2007,575.615,196.17175,213.33746,75.79866,409.07455
Bermuda,BMU,2008,567.90186,196.37129,213.56111,76.78989,410.26755
Bermuda,BMU,2009,561.7477,196.44489,213.50763,77.61308,411.1844
Bermuda,BMU,2010,558.45105,196.54579,213.65285,77.97942,412.143
Bermuda,BMU,2011,557.4234,196.75244,213.5126,77.924995,412.75687
Bermuda,BMU,2012,557.2108,196.60956,213.65602,77.94237,413.91473
Bermuda,BMU,2013,557.3717,196.59863,213.20177,77.67678,414.76358
Bermuda,BMU,2014,557.16516,196.72884,213.37788,77.54241,415.73416
Bermuda,BMU,2015,556.6874,196.36792,213.24924,77.37209,415.97476
Bermuda,BMU,2016,555.39716,196.59866,213.34602,77.64611,415.559
Bermuda,BMU,2017,554.31683,196.84375,213.1958,78.031746,415.66373
Bermuda,BMU,2018,555.3911,196.93597,213.04605,78.12167,415.83408
Bermuda,BMU,2019,558.2398,197.17627,213.05368,78.34156,416.2729
Bhutan,BTN,1990,744.3196,179.4501,84.08073,20.250683,300.7529
Bhutan,BTN,1991,740.3524,179.8631,83.94482,20.568987,301.03198
Bhutan,BTN,1992,736.49817,180.41264,84.13575,20.893858,301.44
Bhutan,BTN,1993,732.9474,181.25507,84.08879,21.122736,301.78955
