statefips,countyfips,avghouseholdsize,geography
47,127,2.55,"Moore County, Tennessee"
47,129,2.52,"Morgan County, Tennessee"
47,131,2.42,"Obion County, Tennessee"
47,133,2.45,"Overton County, Tennessee"
47,135,2.4,"Perry County, Tennessee"
47,137,2.25,"Pickett County, Tennessee"
47,139,2.44,"Polk County, Tennessee"
47,141,2.38,"Putnam County, Tennessee"
47,143,2.51,"Rhea County, Tennessee"
47,145,2.4,"Roane County, Tennessee"
47,147,2.7,"Robertson County, Tennessee"
47,149,2.76,"Rutherford County, Tennessee"
47,151,2.61,"Scott County, Tennessee"
47,153,2.56,"Sequatchie County, Tennessee"
47,155,2.52,"Sevier County, Tennessee"
47,157,2.65,"Shelby County, Tennessee"
47,159,2.53,"Smith County, Tennessee"
47,161,2.57,"Stewart County, Tennessee"
47,163,2.32,"Sullivan County, Tennessee"
47,165,2.7,"Sumner County, Tennessee"
47,167,2.82,"Tipton County, Tennessee"
47,169,2.65,"Trousdale County, Tennessee"
47,171,2.36,"Unicoi County, Tennessee"
47,173,2.59,"Union County, Tennessee"
47,175,2.61,"Van Buren County, Tennessee"
47,177,2.51,"Warren County, Tennessee"
47,179,2.29,"Washington County, Tennessee"
47,181,2.48,"Wayne County, Tennessee"
47,183,2.32,"Weakley County, Tennessee"
47,185,2.65,"White County, Tennessee"
47,187,2.86,"Williamson County, Tennessee"
47,189,2.72,"Wilson County, Tennessee"
48,001,2.68,"Anderson County, Texas"
48,003,3.05,"Andrews County, Texas"
48,005,2.77,"Angelina County, Texas"
48,007,2.46,"Aransas County, Texas"
48,009,2.6,"Archer County, Texas"
48,011,2.63,"Armstrong County, Texas"
48,013,3.04,"Atascosa County, Texas"
48,015,2.59,"Austin County, Texas"
48,017,2.92,"Bailey County, Texas"
48,019,2.45,"Bandera County, Texas"
48,021,2.94,"Bastrop County, Texas"
48,023,2.06,"Baylor County, Texas"
48,025,2.85,"Bee County, Texas"
48,027,2.89,"Bell County, Texas"
48,029,2.9,"Bexar County, Texas"
48,031,2.55,"Blanco County, Texas"
48,033,2.69,"Borden County, Texas"
48,035,2.52,"Bosque County, Texas"
48,037,2.63,"Bowie County, Texas"
48,039,2.85,"Brazoria County, Texas"
48,041,2.58,"Brazos County, Texas"
48,043,2.27,"Brewster County, Texas"
48,045,2.47,"Briscoe County, Texas"
48,047,3.31,"Brooks County, Texas"
48,049,2.71,"Brown County, Texas"
48,051,2.67,"Burleson County, Texas"
48,053,2.58,"Burnet County, Texas"
48,055,2.85,"Caldwell County, Texas"
48,057,2.68,"Calhoun County, Texas"
48,059,2.55,"Callahan County, Texas"
48,061,3.42,"Cameron County, Texas"
48,063,2.81,"Camp County, Texas"
48,065,2.62,"Carson County, Texas"
48,067,2.56,"Cass County, Texas"
48,069,3.14,"Castro County, Texas"
48,071,2.84,"Chambers County, Texas"
48,073,2.74,"Cherokee County, Texas"
48,075,2.44,"Childress County, Texas"
48,077,2.51,"Clay County, Texas"
48,079,2.79,"Cochran County, Texas"
48,081,1.95,"Coke County, Texas"
48,083,2.49,"Coleman County, Texas"
48,085,2.81,"Collin County, Texas"
48,087,2.7,"Collingsworth County, Texas"
48,089,2.67,"Colorado County, Texas"
48,091,2.7,"Comal County, Texas"
48,093,2.62,"Comanche County, Texas"
48,095,3.3,"Concho County, Texas"
48,097,2.61,"Cooke County, Texas"
48,099,2.86,"Coryell County, Texas"
48,101,2.38,"Cottle County, Texas"
48,103,3.01,"Crane County, Texas"
48,105,2.53,"Crockett County, Texas"
48,107,2.71,"Crosby County, Texas"
48,109,2.86,"Culberson County, Texas"
48,111,3.09,"Dallam County, Texas"
48,113,2.79,"Dallas County, Texas"
48,115,2.74,"Dawson County, Texas"
48,117,3.05,"Deaf Smith County, Texas"
48,119,2.67,"Delta County, Texas"
48,121,2.8,"Denton County, Texas"
48,123,2.66,"DeWitt County, Texas"
48,125,2.36,"Dickens County, Texas"
48,127,2.96,"Dimmit County, Texas"
48,129,2.53,"Donley County, Texas"
48,131,2.8,"Duval County, Texas"
48,133,2.55,"Eastland County, Texas"
48,135,2.91,"Ector County, Texas"
48,137,2.54,"Edwards County, Texas"
48,139,2.95,"Ellis County, Texas"
48,141,3.14,"El Paso County, Texas"
48,143,2.62,"Erath County, Texas"
48,145,2.86,"Falls County, Texas"
48,147,2.56,"Fannin County, Texas"
48,149,2.55,"Fayette County, Texas"
48,151,2.29,"Fisher County, Texas"
48,153,2.54,"Floyd County, Texas"
48,155,2.3,"Foard County, Texas"
48,157,3.17,"Fort Bend County, Texas"
48,159,2.46,"Franklin County, Texas"
48,161,2.44,"Freestone County, Texas"
48,163,3.14,"Frio County, Texas"
48,165,3.35,"Gaines County, Texas"
48,167,2.66,"Galveston County, Texas"
48,169,2.7,"Garza County, Texas"
48,171,2.36,"Gillespie County, Texas"
48,173,2.74,"Glasscock County, Texas"
48,175,2.54,"Goliad County, Texas"
48,177,3.07,"Gonzales County, Texas"
48,179,2.59,"Gray County, Texas"
48,181,2.55,"Grayson County, Texas"
48,183,2.61,"Gregg County, Texas"
48,185,2.63,"Grimes County, Texas"
48,187,2.89,"Guadalupe County, Texas"
48,189,2.86,"Hale County, Texas"
48,191,2.71,"Hall County, Texas"
48,193,2.52,"Hamilton County, Texas"
48,195,2.78,"Hansford County, Texas"
48,197,2.42,"Hardeman County, Texas"
48,199,2.64,"Hardin County, Texas"
48,201,2.88,"Harris County, Texas"
48,203,2.76,"Harrison County, Texas"
48,205,2.61,"Hartley County, Texas"
48,207,2.2,"Haskell County, Texas"
48,209,2.78,"Hays County, Texas"
48,211,2.77,"Hemphill County, Texas"
48,213,2.61,"Henderson County, Texas"
48,215,3.62,"Hidalgo County, Texas"
48,217,2.63,"Hill County, Texas"
48,219,2.8,"Hockley County, Texas"
48,221,2.51,"Hood County, Texas"
48,223,2.65,"Hopkins County, Texas"
48,225,2.45,"Houston County, Texas"
48,227,2.73,"Howard County, Texas"
48,229,3.06,"Hudspeth County, Texas"
48,231,2.77,"Hunt County, Texas"
48,233,2.62,"Hutchinson County, Texas"
48,235,2.5,"Irion County, Texas"
48,237,2.55,"Jack County, Texas"
48,239,2.79,"Jackson County, Texas"
48,241,2.83,"Jasper County, Texas"
48,243,2.12,"Jeff Davis County, Texas"
48,245,2.53,"Jefferson County, Texas"
48,247,3.09,"Jim Hogg County, Texas"
48,249,2.97,"Jim Wells County, Texas"
48,251,2.84,"Johnson County, Texas"
48,253,2.26,"Jones County, Texas"
48,255,2.83,"Karnes County, Texas"
48,257,3.05,"Kaufman County, Texas"
48,259,2.72,"Kendall County, Texas"
48,261,3.88,"Kenedy County, Texas"
48,263,2.07,"Kent County, Texas"
48,265,2.38,"Kerr County, Texas"
48,267,2.22,"Kimble County, Texas"
48,269,2.36,"King County, Texas"
48,271,3.0,"Kinney County, Texas"
48,273,2.76,"Kleberg County, Texas"
48,275,2.55,"Knox County, Texas"
48,277,2.56,"Lamar County, Texas"
48,279,2.78,"Lamb County, Texas"
48,281,2.66,"Lampasas County, Texas"
48,283,3.19,"La Salle County, Texas"
48,285,2.48,"Lavaca County, Texas"
48,287,2.69,"Lee County, Texas"
48,289,2.72,"Leon County, Texas"
48,291,2.82,"Liberty County, Texas"
48,293,2.77,"Limestone County, Texas"
48,295,2.87,"Lipscomb County, Texas"
48,297,2.78,"Live Oak County, Texas"
48,299,2.21,"Llano County, Texas"
48,301,2.6,"Loving County, Texas"
48,303,2.59,"Lubbock County, Texas"
48,305,2.62,"Lynn County, Texas"
48,307,2.59,"McCulloch County, Texas"
48,309,2.68,"McLennan County, Texas"
48,311,2.8,"McMullen County, Texas"
48,313,2.32,"Madison County, Texas"
48,315,2.26,"Marion County, Texas"
48,317,3.18,"Martin County, Texas"
48,319,2.37,"Mason County, Texas"
48,321,2.7,"Matagorda County, Texas"
48,323,3.48,"Maverick County, Texas"
48,325,2.98,"Medina County, Texas"
48,327,2.25,"Menard County, Texas"
48,329,2.83,"Midland County, Texas"
48,331,2.56,"Milam County, Texas"
48,333,2.55,"Mills County, Texas"
48,335,2.45,"Mitchell County, Texas"
48,337,2.39,"Montague County, Texas"
48,339,2.88,"Montgomery County, Texas"
48,341,3.21,"Moore County, Texas"
48,343,2.53,"Morris County, Texas"
48,345,2.41,"Motley County, Texas"
48,347,2.52,"Nacogdoches County, Texas"
48,349,2.7,"Navarro County, Texas"
48,351,2.88,"Newton County, Texas"
48,353,2.62,"Nolan County, Texas"
48,355,2.72,"Nueces County, Texas"
48,357,2.86,"Ochiltree County, Texas"
48,359,2.52,"Oldham County, Texas"
48,361,2.57,"Orange County, Texas"
48,363,2.62,"Palo Pinto County, Texas"
48,365,2.63,"Panola County, Texas"
48,367,2.78,"Parker County, Texas"
48,369,3.08,"Parmer County, Texas"
48,371,3.17,"Pecos County, Texas"
48,373,2.4,"Polk County, Texas"
48,375,2.68,"Potter County, Texas"
48,377,2.77,"Presidio County, Texas"
48,379,2.61,"Rains County, Texas"
48,381,2.55,"Randall County, Texas"
48,383,2.93,"Reagan County, Texas"
48,385,2.65,"Real County, Texas"
48,387,2.38,"Red River County, Texas"
48,389,3.06,"Reeves County, Texas"
48,391,2.59,"Refugio County, Texas"
48,393,2.66,"Roberts County, Texas"
48,395,2.69,"Robertson County, Texas"
48,397,2.98,"Rockwall County, Texas"
48,399,2.76,"Runnels County, Texas"
48,401,2.75,"Rusk County, Texas"
48,403,2.73,"Sabine County, Texas"
48,405,2.93,"San Augustine County, Texas"
48,407,2.84,"San Jacinto County, Texas"
48,409,2.87,"San Patricio County, Texas"
48,411,2.45,"San Saba County, Texas"
48,413,3.0,"Schleicher County, Texas"
48,415,2.65,"Scurry County, Texas"
48,417,2.42,"Shackelford County, Texas"
48,419,2.72,"Shelby County, Texas"
48,421,3.07,"Sherman County, Texas"
48,423,2.7,"Smith County, Texas"
48,425,2.45,"Somervell County, Texas"
48,427,3.84,"Starr County, Texas"
48,429,2.55,"Stephens County, Texas"
48,431,2.9,"Sterling County, Texas"
48,433,2.35,"Stonewall County, Texas"
48,435,2.66,"Sutton County, Texas"
48,437,2.73,"Swisher County, Texas"
48,439,2.81,"Tarrant County, Texas"
48,441,2.59,"Taylor County, Texas"
48,443,1.98,"Terrell County, Texas"
48,445,2.86,"Terry County, Texas"
48,447,2.17,"Throckmorton County, Texas"
48,449,3.08,"Titus County, Texas"
48,451,2.54,"Tom Green County, Texas"
48,453,2.57,"Travis County, Texas"
48,455,2.69,"Trinity County, Texas"
48,457,2.39,"Tyler County, Texas"
48,459,2.85,"Upshur County, Texas"
48,461,2.75,"Upton County, Texas"
48,463,3.13,"Uvalde County, Texas"
48,465,3.2,"Val Verde County, Texas"
48,467,2.79,"Van Zandt County, Texas"
48,469,2.73,"Victoria County, Texas"
48,471,2.37,"Walker County, Texas"
48,473,2.94,"Waller County, Texas"
48,475,2.86,"Ward County, Texas"
48,477,2.68,"Washington County, Texas"
48,479,3.73,"Webb County, Texas"
48,481,2.77,"Wharton County, Texas"
48,483,2.42,"Wheeler County, Texas"
48,485,2.45,"Wichita County, Texas"
48,487,2.41,"Wilbarger County, Texas"
48,489,3.51,"Willacy County, Texas"
48,491,2.9,"Williamson County, Texas"
48,493,2.9,"Wilson County, Texas"
48,495,2.84,"Winkler County, Texas"
48,497,2.86,"Wise County, Texas"
48,499,2.57,"Wood County, Texas"
48,501,3.01,"Yoakum County, Texas"
48,503,2.54,"Young County, Texas"
48,505,3.16,"Zapata County, Texas"
48,507,3.26,"Zavala County, Texas"
49,001,2.84,"Beaver County, Utah"
49,003,3.08,"Box Elder County, Utah"
49,005,3.19,"Cache County, Utah"
49,007,2.61,"Carbon County, Utah"
49,009,2.43,"Daggett County, Utah"
49,011,3.29,"Davis County, Utah"
49,013,2.94,"Duchesne County, Utah"
49,015,3.02,"Emery County, Utah"
49,017,2.75,"Garfield County, Utah"
49,019,2.44,"Grand County, Utah"
49,021,3.07,"Iron County, Utah"
49,023,3.29,"Juab County, Utah"
49,025,2.55,"Kane County, Utah"
49,027,2.98,"Millard County, Utah"
49,029,3.4,"Morgan County, Utah"
49,031,3.28,"Piute County, Utah"
49,033,3.57,"Rich County, Utah"
49,035,3.03,"Salt Lake County, Utah"
49,037,3.75,"San Juan County, Utah"
49,039,3.13,"Sanpete County, Utah"
49,041,2.9,"Sevier County, Utah"
49,043,2.75,"Summit County, Utah"
49,045,3.25,"Tooele County, Utah"
49,047,3.22,"Uintah County, Utah"
49,049,3.62,"Utah County, Utah"
49,051,3.27,"Wasatch County, Utah"
49,053,2.99,"Washington County, Utah"
49,055,2.74,"Wayne County, Utah"
49,057,2.94,"Weber County, Utah"
51,001,2.29,"Accomack County, Virginia"
51,003,2.45,"Albemarle County, Virginia"
51,005,2.33,"Alleghany County, Virginia"
51,007,2.68,"Amelia County, Virginia"
51,009,2.48,"Amherst County, Virginia"
51,011,2.55,"Appomattox County, Virginia"
51,013,2.24,"Arlington County, Virginia"
51,015,2.5,"Augusta County, Virginia"
51,017,2.1,"Bath County, Virginia"
51,019,2.48,"Bedford County, Virginia"
51,021,2.19,"Bland County, Virginia"
51,023,2.55,"Botetourt County, Virginia"
51,025,2.51,"Brunswick County, Virginia"
51,027,2.37,"Buchanan County, Virginia"
51,029,2.68,"Buckingham County, Virginia"
51,031,2.5,"Campbell County, Virginia"
51,033,2.48,"Caroline County, Virginia"
51,035,2.37,"Carroll County, Virginia"
51,036,2.47,"Charles City County, Virginia"
51,037,2.57,"Charlotte County, Virginia"
51,041,2.78,"Chesterfield County, Virginia"
51,043,2.55,"Clarke County, Virginia"
51,045,2.35,"Craig County, Virginia"
51,047,2.83,"Culpeper County, Virginia"
51,049,2.45,"Cumberland County, Virginia"
51,051,2.43,"Dickenson County, Virginia"
51,053,2.74,"Dinwiddie County, Virginia"
51,057,2.53,"Essex County, Virginia"
51,059,2.85,"Fairfax County, Virginia"
51,061,2.84,"Fauquier County, Virginia"
51,063,2.46,"Floyd County, Virginia"
51,065,2.5,"Fluvanna County, Virginia"
51,067,2.36,"Franklin County, Virginia"
51,069,2.72,"Frederick County, Virginia"
51,071,2.32,"Giles County, Virginia"
51,073,2.57,"Gloucester County, Virginia"
51,075,2.5,"Goochland County, Virginia"
51,077,2.24,"Grayson County, Virginia"
51,079,2.64,"Greene County, Virginia"
51,081,2.17,"Greensville County, Virginia"
51,083,2.43,"Halifax County, Virginia"
51,085,2.65,"Hanover County, Virginia"
51,087,2.54,"Henrico County, Virginia"
51,089,2.32,"Henry County, Virginia"
51,091,2.1,"Highland County, Virginia"
51,093,2.57,"Isle of Wight County, Virginia"
51,095,2.49,"James City County, Virginia"
51,097,2.46,"King and Queen County, Virginia"
51,099,2.96,"King George County, Virginia"
51,101,2.66,"King William County, Virginia"
51,103,2.13,"Lancaster County, Virginia"
51,105,2.52,"Lee County, Virginia"
51,107,3.08,"Loudoun County, Virginia"
51,109,2.64,"Louisa County, Virginia"
51,111,2.48,"Lunenburg County, Virginia"
51,113,2.58,"Madison County, Virginia"
51,115,2.3,"Mathews County, Virginia"
51,117,2.41,"Mecklenburg County, Virginia"
51,119,2.38,"Middlesex County, Virginia"
51,121,2.48,"Montgomery County, Virginia"
51,125,2.33,"Nelson County, Virginia"
51,127,2.61,"New Kent County, Virginia"
51,131,2.26,"Northampton County, Virginia"
51,133,2.1,"Northumberland County, Virginia"
51,135,2.54,"Nottoway County, Virginia"
51,137,2.66,"Orange County, Virginia"
51,139,2.52,"Page County, Virginia"
51,141,2.31,"Patrick County, Virginia"
51,143,2.36,"Pittsylvania County, Virginia"
51,145,2.63,"Powhatan County, Virginia"
51,147,2.49,"Prince Edward County, Virginia"
51,149,3.03,"Prince George County, Virginia"
51,153,3.17,"Prince William County, Virginia"
51,155,2.3,"Pulaski County, Virginia"
51,157,2.26,"Rappahannock County, Virginia"
51,159,2.47,"Richmond County, Virginia"
51,161,2.4,"Roanoke County, Virginia"
51,163,2.39,"Rockbridge County, Virginia"
51,165,2.57,"Rockingham County, Virginia"
51,167,2.51,"Russell County, Virginia"
51,169,2.34,"Scott County, Virginia"
51,171,2.47,"Shenandoah County, Virginia"
51,173,2.43,"Smyth County, Virginia"
51,175,2.53,"Southampton County, Virginia"
51,177,2.97,"Spotsylvania County, Virginia"
51,179,3.08,"Stafford County, Virginia"
51,181,2.56,"Surry County, Virginia"
51,183,2.08,"Sussex County, Virginia"
51,185,2.38,"Tazewell County, Virginia"
51,187,2.62,"Warren County, Virginia"
51,191,2.35,"Washington County, Virginia"
51,193,2.51,"Westmoreland County, Virginia"
51,195,2.46,"Wise County, Virginia"
51,197,2.44,"Wythe County, Virginia"
51,199,2.73,"York County, Virginia"
51,510,2.21,"Alexandria city, Virginia"
51,520,2.22,"Bristol city, Virginia"
51,530,2.26,"Buena Vista city, Virginia"
51,540,2.39,"Charlottesville city, Virginia"
51,550,2.75,"Chesapeake city, Virginia"
51,570,2.44,"Colonial Heights city, Virginia"
51,580,2.28,"Covington city, Virginia"
51,590,2.2,"Danville city, Virginia"
51,595,2.21,"Emporia city, Virginia"
51,600,2.7,"Fairfax city, Virginia"
51,610,2.57,"Falls Church city, Virginia"
51,620,2.41,"Franklin city, Virginia"
51,630,2.46,"Fredericksburg city, Virginia"
51,640,2.19,"Galax city, Virginia"
51,650,2.51,"Hampton city, Virginia"
51,660,2.69,"Harrisonburg city, Virginia"
51,670,2.53,"Hopewell city, Virginia"
51,678,2.04,"Lexington city, Virginia"
51,680,2.37,"Lynchburg city, Virginia"
51,683,3.27,"Manassas city, Virginia"
51,685,3.31,"Manassas Park city, Virginia"
51,690,2.26,"Martinsville city, Virginia"
51,700,2.5,"Newport News city, Virginia"
51,710,2.53,"Norfolk city, Virginia"
51,720,2.21,"Norton city, Virginia"
51,730,2.44,"Petersburg city, Virginia"
51,735,2.59,"Poquoson city, Virginia"
51,740,2.54,"Portsmouth city, Virginia"
51,750,2.57,"Radford city, Virginia"
51,760,2.33,"Richmond city, Virginia"
51,770,2.29,"Roanoke city, Virginia"
51,775,2.29,"Salem city, Virginia"
51,790,2.21,"Staunton city, Virginia"
51,800,2.75,"Suffolk city, Virginia"
51,810,2.63,"Virginia Beach city, Virginia"
51,820,2.32,"Waynesboro city, Virginia"
51,830,2.37,"Williamsburg city, Virginia"
51,840,2.47,"Winchester city, Virginia"
50,001,2.38,"Addison County, Vermont"
50,003,2.25,"Bennington County, Vermont"
50,005,2.43,"Caledonia County, Vermont"
50,007,2.36,"Chittenden County, Vermont"
50,009,2.29,"Essex County, Vermont"
50,011,2.57,"Franklin County, Vermont"
50,013,2.34,"Grand Isle County, Vermont"
50,015,2.39,"Lamoille County, Vermont"
50,017,2.32,"Orange County, Vermont"
50,019,2.35,"Orleans County, Vermont"
50,021,2.29,"Rutland County, Vermont"
50,023,2.32,"Washington County, Vermont"
50,025,2.21,"Windham County, Vermont"
50,027,2.25,"Windsor County, Vermont"
53,001,3.24,"Adams County, Washington"
53,003,2.34,"Asotin County, Washington"
53,005,2.72,"Benton County, Washington"
53,007,2.7,"Chelan County, Washington"
53,009,2.27,"Clallam County, Washington"
53,011,2.71,"Clark County, Washington"
53,013,2.31,"Columbia County, Washington"
53,015,2.54,"Cowlitz County, Washington"
53,017,2.76,"Douglas County, Washington"
53,019,2.39,"Ferry County, Washington"
53,021,3.4,"Franklin County, Washington"
53,023,2.3,"Garfield County, Washington"
53,025,3.0,"Grant County, Washington"
53,027,2.51,"Grays Harbor County, Washington"
53,029,2.33,"Island County, Washington"
53,031,2.18,"Jefferson County, Washington"
53,033,2.45,"King County, Washington"
53,035,2.54,"Kitsap County, Washington"
53,037,2.34,"Kittitas County, Washington"
53,039,2.62,"Klickitat County, Washington"
53,041,2.52,"Lewis County, Washington"
53,043,2.34,"Lincoln County, Washington"
53,045,2.58,"Mason County, Washington"
53,047,2.42,"Okanogan County, Washington"
53,049,2.24,"Pacific County, Washington"
53,051,2.38,"Pend Oreille County, Washington"
53,053,2.65,"Pierce County, Washington"
53,055,2.04,"San Juan County, Washington"
53,057,2.56,"Skagit County, Washington"
53,059,2.49,"Skamania County, Washington"
53,061,2.68,"Snohomish County, Washington"
53,063,2.45,"Spokane County, Washington"
53,065,2.44,"Stevens County, Washington"
53,067,2.52,"Thurston County, Washington"
53,069,2.31,"Wahkiakum County, Washington"
53,071,2.5,"Walla Walla County, Washington"
53,073,2.53,"Whatcom County, Washington"
53,075,2.31,"Whitman County, Washington"
53,077,3.05,"Yakima County, Washington"
55,001,2.47,"Adams County, Wisconsin"
55,003,2.29,"Ashland County, Wisconsin"
55,005,2.35,"Barron County, Wisconsin"
55,007,2.16,"Bayfield County, Wisconsin"
55,009,2.46,"Brown County, Wisconsin"
55,011,2.29,"Buffalo County, Wisconsin"
55,013,2.08,"Burnett County, Wisconsin"
55,015,2.66,"Calumet County, Wisconsin"
55,017,2.44,"Chippewa County, Wisconsin"
55,019,2.65,"Clark County, Wisconsin"
55,021,2.44,"Columbia County, Wisconsin"
55,023,2.38,"Crawford County, Wisconsin"
55,025,2.35,"Dane County, Wisconsin"
55,027,2.51,"Dodge County, Wisconsin"
55,029,2.11,"Door County, Wisconsin"
55,031,2.28,"Douglas County, Wisconsin"
55,033,2.48,"Dunn County, Wisconsin"
55,035,2.43,"Eau Claire County, Wisconsin"
55,037,2.32,"Florence County, Wisconsin"
55,039,2.4,"Fond du Lac County, Wisconsin"
55,041,2.33,"Forest County, Wisconsin"
55,043,2.44,"Grant County, Wisconsin"
55,045,2.47,"Green County, Wisconsin"
55,047,2.36,"Green Lake County, Wisconsin"
55,049,2.43,"Iowa County, Wisconsin"
55,051,1.99,"Iron County, Wisconsin"
55,053,2.42,"Jackson County, Wisconsin"
55,055,2.49,"Jefferson County, Wisconsin"
55,057,2.48,"Juneau County, Wisconsin"
55,059,2.62,"Kenosha County, Wisconsin"
55,061,2.49,"Kewaunee County, Wisconsin"
55,063,2.41,"La Crosse County, Wisconsin"
55,065,2.51,"Lafayette County, Wisconsin"
55,067,2.21,"Langlade County, Wisconsin"
55,069,2.22,"Lincoln County, Wisconsin"
55,071,2.34,"Manitowoc County, Wisconsin"
55,073,2.48,"Marathon County, Wisconsin"
55,075,2.2,"Marinette County, Wisconsin"
55,077,2.36,"Marquette County, Wisconsin"
55,078,3.48,"Menominee County, Wisconsin"
55,079,2.44,"Milwaukee County, Wisconsin"
55,081,2.49,"Monroe County, Wisconsin"
55,083,2.4,"Oconto County, Wisconsin"
55,085,2.33,"Oneida County, Wisconsin"
55,087,2.51,"Outagamie County, Wisconsin"
55,089,2.5,"Ozaukee County, Wisconsin"
55,091,2.45,"Pepin County, Wisconsin"
55,093,2.51,"Pierce County, Wisconsin"
55,095,2.39,"Polk County, Wisconsin"
55,097,2.41,"Portage County, Wisconsin"
55,099,2.03,"Price County, Wisconsin"
55,101,2.53,"Racine County, Wisconsin"
55,103,2.29,"Richland County, Wisconsin"
55,105,2.47,"Rock County, Wisconsin"
55,107,2.27,"Rusk County, Wisconsin"
55,109,2.63,"St. Croix County, Wisconsin"
55,111,2.45,"Sauk County, Wisconsin"
55,113,2.19,"Sawyer County, Wisconsin"
55,115,2.41,"Shawano County, Wisconsin"
55,117,2.4,"Sheboygan County, Wisconsin"
55,119,2.32,"Taylor County, Wisconsin"
55,121,2.45,"Trempealeau County, Wisconsin"
55,123,2.54,"Vernon County, Wisconsin"
55,125,1.99,"Vilas County, Wisconsin"
55,127,2.53,"Walworth County, Wisconsin"
55,129,2.16,"Washburn County, Wisconsin"
55,131,2.49,"Washington County, Wisconsin"
55,133,2.51,"Waukesha County, Wisconsin"
55,135,2.35,"Waupaca County, Wisconsin"
55,137,2.39,"Waushara County, Wisconsin"
55,139,2.33,"Winnebago County, Wisconsin"
55,141,2.3,"Wood County, Wisconsin"
54,001,2.68,"Barbour County, West Virginia"
54,003,2.63,"Berkeley County, West Virginia"
54,005,2.5,"Boone County, West Virginia"
54,007,2.51,"Braxton County, West Virginia"
54,009,2.26,"Brooke County, West Virginia"
54,011,2.32,"Cabell County, West Virginia"
54,013,2.44,"Calhoun County, West Virginia"
54,015,2.62,"Clay County, West Virginia"
54,017,2.85,"Doddridge County, West Virginia"
54,019,2.47,"Fayette County, West Virginia"
54,021,2.4,"Gilmer County, West Virginia"
54,023,2.8,"Grant County, West Virginia"
54,025,2.28,"Greenbrier County, West Virginia"
54,027,2.25,"Hampshire County, West Virginia"
54,029,2.32,"Hancock County, West Virginia"
54,031,2.69,"Hardy County, West Virginia"
54,033,2.48,"Harrison County, West Virginia"
54,035,2.62,"Jackson County, West Virginia"
54,037,2.65,"Jefferson County, West Virginia"
54,039,2.28,"Kanawha County, West Virginia"
54,041,2.48,"Lewis County, West Virginia"
54,043,2.69,"Lincoln County, West Virginia"
54,045,2.5,"Logan County, West Virginia"
54,047,2.39,"McDowell County, West Virginia"
54,049,2.47,"Marion County, West Virginia"
54,051,2.36,"Marshall County, West Virginia"
54,053,2.44,"Mason County, West Virginia"
54,055,2.39,"Mercer County, West Virginia"
54,057,2.4,"Mineral County, West Virginia"
54,059,2.38,"Mingo County, West Virginia"
54,061,2.56,"Monongalia County, West Virginia"
54,063,2.3,"Monroe County, West Virginia"
54,065,2.36,"Morgan County, West Virginia"
54,067,2.39,"Nicholas County, West Virginia"
54,069,2.24,"Ohio County, West Virginia"
54,071,2.35,"Pendleton County, West Virginia"
54,073,2.43,"Pleasants County, West Virginia"
54,075,2.24,"Pocahontas County, West Virginia"
54,077,2.52,"Preston County, West Virginia"
54,079,2.6,"Putnam County, West Virginia"
54,081,2.4,"Raleigh County, West Virginia"
54,083,2.35,"Randolph County, West Virginia"
54,085,2.56,"Ritchie County, West Virginia"
54,087,2.48,"Roane County, West Virginia"
54,089,2.22,"Summers County, West Virginia"
54,091,2.45,"Taylor County, West Virginia"
54,093,2.26,"Tucker County, West Virginia"
54,095,2.48,"Tyler County, West Virginia"
54,097,2.57,"Upshur County, West Virginia"
54,099,2.47,"Wayne County, West Virginia"
54,101,2.28,"Webster County, West Virginia"
54,103,2.46,"Wetzel County, West Virginia"
54,105,2.4,"Wirt County, West Virginia"
54,107,2.37,"Wood County, West Virginia"
54,109,2.48,"Wyoming County, West Virginia"
56,001,2.26,"Albany County, Wyoming"
56,003,2.59,"Big Horn County, Wyoming"
56,005,2.71,"Campbell County, Wyoming"
56,007,2.44,"Carbon County, Wyoming"
56,009,2.47,"Converse County, Wyoming"
56,011,2.43,"Crook County, Wyoming"
56,013,2.61,"Fremont County, Wyoming"
56,015,2.35,"Goshen County, Wyoming"
56,017,2.15,"Hot Springs County, Wyoming"
56,019,2.34,"Johnson County, Wyoming"
56,021,2.51,"Laramie County, Wyoming"
56,023,2.68,"Lincoln County, Wyoming"
56,025,2.44,"Natrona County, Wyoming"
56,027,2.15,"Niobrara County, Wyoming"
56,029,2.38,"Park County, Wyoming"
56,031,2.3,"Platte County, Wyoming"
56,033,2.28,"Sheridan County, Wyoming"
56,035,2.74,"Sublette County, Wyoming"
56,037,2.64,"Sweetwater County, Wyoming"
56,039,2.63,"Teton County, Wyoming"
56,041,2.76,"Uinta County, Wyoming"
56,043,2.34,"Washakie County, Wyoming"
56,045,2.27,"Weston County, Wyoming"
